run_id,model,study,condition,P,GR,RA,BL,PU
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,6.0
ac0128a0,haiku,3,traffic_bad,30.0,70.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,70.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,30.0,70.0,2.0,6.0,6.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,50.0,20.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,25.0,70.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,30.0,70.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,50.0,20.0,2.0,5.0,4.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,10.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,40.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,70.0,3.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,6.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,5.0,4.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,5.0,4.0
ac0128a0,haiku,3,traffic_bad,40.0,70.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,70.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,6.0
ac0128a0,haiku,3,traffic_bad,50.0,30.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,75.0,2.0,5.0,4.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,30.0,70.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,40.0,80.0,2.0,6.0,6.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,30.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,6.0
ac0128a0,haiku,3,traffic_bad,30.0,80.0,2.0,5.0,4.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,30.0,80.0,2.0,5.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,70.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,6.0
ac0128a0,haiku,3,traffic_bad,25.0,70.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,30.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,30.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,30.0,80.0,2.0,6.0,6.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,70.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,25.0,75.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,30.0,70.0,2.0,5.0,4.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,70.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,70.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,6.0
ac0128a0,haiku,3,traffic_bad,30.0,70.0,3.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,6.0
ac0128a0,haiku,3,traffic_bad,25.0,75.0,2.0,6.0,6.0
ac0128a0,haiku,3,traffic_bad,30.0,70.0,3.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,30.0,80.0,2.0,5.0,4.0
ac0128a0,haiku,3,traffic_bad,30.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,50.0,20.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,30.0,75.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,30.0,70.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,50.0,30.0,2.0,5.0,4.0
ac0128a0,haiku,3,traffic_bad,30.0,70.0,2.0,5.0,4.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,30.0,20.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,70.0,2.0,5.0,4.0
ac0128a0,haiku,3,traffic_bad,40.0,80.0,2.0,6.0,6.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,50.0,70.0,2.0,5.0,4.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,5.0,5.0
ac0128a0,haiku,3,traffic_bad,25.0,75.0,3.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,30.0,80.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,30.0,75.0,2.0,6.0,5.0
ac0128a0,haiku,3,traffic_bad,20.0,80.0,2.0,6.0,5.0
3d470f24,nano,flood_good,participant,45.0,30.0,45.0,30.0,5.0,4.0,5.0,4.0
3d470f24,nano,flood_bad,participant,30.0,40.0,30.0,40.0,5.0,5.0,6.0,5.0
3d470f24,nano,traffic_good,participant,30.0,70.0,30.0,70.0,5.0,5.0,5.0,4.0
3d470f24,nano,traffic_bad,participant,25.0,70.0,25.0,70.0,5.0,5.0,5.0,5.0
3d470f24,haiku,flood_good,participant,60.0,70.0,40.0,70.0,5.0,4.0,4.0,2.0
3d470f24,haiku,flood_bad,participant,60.0,80.0,60.0,20.0,6.0,6.0,6.0,5.0
3d470f24,haiku,traffic_good,participant,30.0,70.0,30.0,70.0,5.0,5.0,5.0,3.0
3d470f24,haiku,traffic_bad,participant,60.0,30.0,60.0,30.0,6.0,6.0,6.0,5.0
3d470f24,deepseek,flood_good,participant,50.0,30.0,50.0,30.0,3.0,4.0,3.0,2.0
3d470f24,deepseek,flood_bad,participant,50.0,30.0,50.0,30.0,6.0,6.0,6.0,5.0
3d470f24,deepseek,traffic_good,participant,30.0,70.0,30.0,70.0,3.0,3.0,2.0,1
3d470f24,deepseek,traffic_bad,participant,30.0,70.0,30.0,70.0,5.0,6.0,5.0,4.0
